isbn,title,author,category,description,image,price,stock
1821373333122,Da Tang Xiyu ji,Xuanzang,Fiction,Da Tang Xiyu ji by Xuanzang. An incredible book set in India.,https://covers.openlibrary.org/b/id/10971192-L.jpg,13.43,85
2295368655421,Tigers at Twilight,Mary Pope Osborne,Fiction,Tigers at Twilight by Mary Pope Osborne. An incredible book set in India.,https://covers.openlibrary.org/b/id/424177-L.jpg,18.22,17
1252501947172,The Man Who Knew Infinity,Robert Kanigel,Fiction,The Man Who Knew Infinity by Robert Kanigel. An incredible book set in India.,https://covers.openlibrary.org/b/id/408314-L.jpg,19.38,90
8810364493475,The man-eater of Malgudi,Rasipuram Krishnaswamy Narayan,Fiction,The man-eater of Malgudi by Rasipuram Krishnaswamy Narayan. An incredible book set in India.,https://covers.openlibrary.org/b/id/8117518-L.jpg,12.44,28
2384138924988,Such a long journey,Rohinton Mistry,Fiction,Such a long journey by Rohinton Mistry. An incredible book set in India.,https://covers.openlibrary.org/b/id/4653686-L.jpg,17.36,24
1307898863270,Principles of Mahomedan law,"Mulla, Dinshah Fardunji Sir",Fiction,"Principles of Mahomedan law by Mulla, Dinshah Fardunji Sir. An incredible book set in India.",https://covers.openlibrary.org/b/id/6715917-L.jpg,10.86,86
9516312264797,A meeting by the river,Christopher Isherwood,Fiction,A meeting by the river by Christopher Isherwood. An incredible book set in India.,https://covers.openlibrary.org/b/id/615474-L.jpg,10.17,49
8566516830184,A princess remembers,Gayatri Devi,Fiction,A princess remembers by Gayatri Devi. An incredible book set in India.,https://covers.openlibrary.org/b/id/4617718-L.jpg,15.17,67
7547755177246,Suśrutasaṃhitā,Susruta,Fiction,Suśrutasaṃhitā by Susruta. An incredible book set in India.,https://covers.openlibrary.org/b/id/3761026-L.jpg,19.21,23
3235925820099,Speeches,Mohamed Ali Jinnah,Fiction,Speeches by Mohamed Ali Jinnah. An incredible book set in India.,https://covers.openlibrary.org/b/id/3991586-L.jpg,21.0,90
9801580067640,The life of Vivekananda and the universal gospel,Romain Rolland,Fiction,The life of Vivekananda and the universal gospel by Romain Rolland. An incredible book set in India.,https://covers.openlibrary.org/b/id/8103879-L.jpg,22.07,71
6657082757633,Vie de Ramakrishna,Romain Rolland,Fiction,Vie de Ramakrishna by Romain Rolland. An incredible book set in India.,https://covers.openlibrary.org/b/id/1046358-L.jpg,11.99,75
7512963468223,Hindoo holiday,J. R. Ackerley,Fiction,Hindoo holiday by J. R. Ackerley. An incredible book set in India.,https://covers.openlibrary.org/b/id/717547-L.jpg,6.96,38
3962372326752,Hobson-Jobson,Henry Yule,Fiction,Hobson-Jobson by Henry Yule. An incredible book set in India.,https://covers.openlibrary.org/b/id/5746976-L.jpg,16.22,62
5373130517610,The making of India,Ranbir Vohra,Fiction,The making of India by Ranbir Vohra. An incredible book set in India.,https://covers.openlibrary.org/b/id/3858968-L.jpg,9.79,58
8089819025234,A Division of the Spoils,Paul Scott,Fiction,A Division of the Spoils by Paul Scott. An incredible book set in India.,https://covers.openlibrary.org/b/id/5415674-L.jpg,9.44,22
9846425246669,Suhr̥llekha,Nāgārjuna,Fiction,Suhr̥llekha by Nāgārjuna. An incredible book set in India.,https://covers.openlibrary.org/b/id/1666595-L.jpg,24.94,58
9519524369180,Bunker 13,Aniruddha Bahal,Fiction,Bunker 13 by Aniruddha Bahal. An incredible book set in India.,https://covers.openlibrary.org/b/id/222792-L.jpg,20.25,17
2876995359049,Buddhist thought in India,Edward Conze,Fiction,Buddhist thought in India by Edward Conze. An incredible book set in India.,https://covers.openlibrary.org/b/id/4645666-L.jpg,25.98,88
3978360004588,Behind the beautiful forevers,Katherine Boo,Fiction,Behind the beautiful forevers by Katherine Boo. An incredible book set in India.,https://covers.openlibrary.org/b/id/7166857-L.jpg,6.64,36
9234647884898,Sold,Patricia McCormick,Fiction,Sold by Patricia McCormick. An incredible book set in India.,https://covers.openlibrary.org/b/id/14611589-L.jpg,18.4,29
8129880820142,Castes and tribes of southern India,Edgar Thurston,Fiction,Castes and tribes of southern India by Edgar Thurston. An incredible book set in India.,https://covers.openlibrary.org/b/id/5550009-L.jpg,18.71,24
7711842452274,Bugles and a tiger,John Masters,Fiction,Bugles and a tiger by John Masters. An incredible book set in India.,https://covers.openlibrary.org/b/id/6660325-L.jpg,23.08,20
4898238707187,Does aid work in India?,"Lipton, Michael.",Fiction,"Does aid work in India? by Lipton, Michael.. An incredible book set in India.",https://covers.openlibrary.org/b/id/4082358-L.jpg,10.61,26
3109904610835,Henri Cartier-Bresson en Inde,Henri Cartier-Bresson,Fiction,Henri Cartier-Bresson en Inde by Henri Cartier-Bresson. An incredible book set in India.,https://covers.openlibrary.org/b/id/4129414-L.jpg,18.56,27
4374531395676,What Congress and Gandhi have done to the untouchables,B. R. Ambedkar,Fiction,What Congress and Gandhi have done to the untouchables by B. R. Ambedkar. An incredible book set in India.,https://covers.openlibrary.org/b/id/8734450-L.jpg,15.23,89
6864246262134,Folk-tales of Bengal,Lal Behari Day,Fiction,Folk-tales of Bengal by Lal Behari Day. An incredible book set in India.,https://covers.openlibrary.org/b/id/5954134-L.jpg,10.3,38
5707029132673,Hinduism and Buddhism,Sir Charles Eliot,Fiction,Hinduism and Buddhism by Sir Charles Eliot. An incredible book set in India.,https://covers.openlibrary.org/b/id/5562297-L.jpg,16.09,93
9676100129234,Capital formation and economic development,P. N. Rosenstein-Rodan,Fiction,Capital formation and economic development by P. N. Rosenstein-Rodan. An incredible book set in India.,https://covers.openlibrary.org/b/id/13895666-L.jpg,21.34,47
8482357752511,Ambassador's journal,John Kenneth Galbraith,Fiction,Ambassador's journal by John Kenneth Galbraith. An incredible book set in India.,https://covers.openlibrary.org/b/id/7153262-L.jpg,16.21,18
2610194254131,What the body remembers,Shauna Singh Baldwin,Fiction,What the body remembers by Shauna Singh Baldwin. An incredible book set in India.,https://covers.openlibrary.org/b/id/241858-L.jpg,15.2,85
5657268278393,The history and constitution of the courts and legislative authorities in India,Herbert Cowell,Fiction,The history and constitution of the courts and legislative authorities in India by Herbert Cowell. An incredible book set in India.,https://covers.openlibrary.org/b/id/2755240-L.jpg,14.82,88
2182773883304,History of Indian and Eastern architecture,"Fergusson, James",Fiction,"History of Indian and Eastern architecture by Fergusson, James. An incredible book set in India.",https://covers.openlibrary.org/b/id/5736478-L.jpg,24.75,10
1290242548933,Media law,Geoffrey Robertson,Fiction,Media law by Geoffrey Robertson. An incredible book set in India.,https://covers.openlibrary.org/b/id/4690749-L.jpg,9.31,88
9070494231475,Beast and man in India,John Lockwood Kipling,Fiction,Beast and man in India by John Lockwood Kipling. An incredible book set in India.,https://covers.openlibrary.org/b/id/1452388-L.jpg,8.69,84
5600711148696,Manual of election law,India,Fiction,Manual of election law by India. An incredible book set in India.,https://covers.openlibrary.org/b/id/6682346-L.jpg,12.29,28
7022433861308,A treatise on Hindu law and usage,John Dawson Mayne,Fiction,A treatise on Hindu law and usage by John Dawson Mayne. An incredible book set in India.,https://covers.openlibrary.org/b/id/5843333-L.jpg,6.85,54
3408040753706,The popular religion and folk-lore of northern India,William Crooke,Fiction,The popular religion and folk-lore of northern India by William Crooke. An incredible book set in India.,https://covers.openlibrary.org/b/id/2740040-L.jpg,7.84,18
9262669580617,Out of India,Ruth Prawer Jhabvala,Fiction,Out of India by Ruth Prawer Jhabvala. An incredible book set in India.,https://covers.openlibrary.org/b/id/4148412-L.jpg,17.08,37
8370265665691,Modern religious movements in India,J. N. Farquhar,Fiction,Modern religious movements in India by J. N. Farquhar. An incredible book set in India.,https://covers.openlibrary.org/b/id/5686550-L.jpg,25.58,72
1138485673866,Pakistan or partition of India,B. R. Ambedkar,Fiction,Pakistan or partition of India by B. R. Ambedkar. An incredible book set in India.,https://covers.openlibrary.org/b/id/8428350-L.jpg,9.3,58
2074444999076,India,Stanley A. Wolpert,Fiction,India by Stanley A. Wolpert. An incredible book set in India.,https://covers.openlibrary.org/b/id/326685-L.jpg,17.45,64
3759629144452,Ancient ballads and legends of Hindustan,Toru Dutt,Fiction,Ancient ballads and legends of Hindustan by Toru Dutt. An incredible book set in India.,https://covers.openlibrary.org/b/id/1757006-L.jpg,13.6,23
4711701353891,Homo hierarchicus,Louis Dumont,Fiction,Homo hierarchicus by Louis Dumont. An incredible book set in India.,https://covers.openlibrary.org/b/id/5005691-L.jpg,7.97,30
5745599748188,The Spiritual Heritage of India,Swami Prabhavananda,Fiction,The Spiritual Heritage of India by Swami Prabhavananda. An incredible book set in India.,https://covers.openlibrary.org/b/id/666372-L.jpg,25.94,38
9131874525689,The Festival,Peter Bonnici,Fiction,The Festival by Peter Bonnici. An incredible book set in India.,https://covers.openlibrary.org/b/id/9330526-L.jpg,13.47,73
3096379548949,Medieval mysticism of India,Kshitimohan Sen,Fiction,Medieval mysticism of India by Kshitimohan Sen. An incredible book set in India.,https://covers.openlibrary.org/b/id/10894871-L.jpg,23.87,64
6929367122506,Malgudi days,Rasipuram Krishnaswamy Narayan,Fiction,Malgudi days by Rasipuram Krishnaswamy Narayan. An incredible book set in India.,https://covers.openlibrary.org/b/id/7981639-L.jpg,20.48,21
1260297540281,"The Japanese and the British Commonwealth armies at war, 1941-45",T. R. Moreman,Fiction,"The Japanese and the British Commonwealth armies at war, 1941-45 by T. R. Moreman. An incredible book set in India.",https://covers.openlibrary.org/b/id/1351760-L.jpg,21.86,41
2784748448492,The three presidencies of India,"Capper, John",Fiction,"The three presidencies of India by Capper, John. An incredible book set in India.",https://covers.openlibrary.org/b/id/4883974-L.jpg,6.28,59
1224721734520,Structure and cognition,Veena Das,Fiction,Structure and cognition by Veena Das. An incredible book set in India.,https://covers.openlibrary.org/b/id/13476611-L.jpg,14.85,96
2626961606611,Myths and symbols in Indian art and civilization,Heinrich Robert Zimmer,Fiction,Myths and symbols in Indian art and civilization by Heinrich Robert Zimmer. An incredible book set in India.,https://covers.openlibrary.org/b/id/440233-L.jpg,14.51,91
2356663394942,A search in secret India,Paul Brunton,Fiction,A search in secret India by Paul Brunton. An incredible book set in India.,https://covers.openlibrary.org/b/id/670685-L.jpg,8.47,87
7861850363523,People on our side. --,Edgar Snow,Fiction,People on our side. -- by Edgar Snow. An incredible book set in India.,https://covers.openlibrary.org/b/id/9300409-L.jpg,13.53,35
9422507689025,East of the Sun,Júlia Gregson,Fiction,East of the Sun by Júlia Gregson. An incredible book set in India.,https://covers.openlibrary.org/b/id/14461224-L.jpg,13.82,62
3778351126606,DISEQUILIBRIUM MACROECONOMETRIC MODEL FOR THE INDIAN ECONOMY,KALIAPPA KALIRAJAN,Fiction,DISEQUILIBRIUM MACROECONOMETRIC MODEL FOR THE INDIAN ECONOMY by KALIAPPA KALIRAJAN. An incredible book set in India.,https://covers.openlibrary.org/b/id/1410385-L.jpg,20.65,72
5025373173864,The art of India,"Goetz, Hermann",Fiction,"The art of India by Goetz, Hermann. An incredible book set in India.",https://covers.openlibrary.org/b/id/6963939-L.jpg,22.04,79
3845580028388,Village India,McKim Marriott,Fiction,Village India by McKim Marriott. An incredible book set in India.,https://covers.openlibrary.org/b/id/10046331-L.jpg,19.44,74
1409157546900,A Rising Man,Abir Mukherjee,Fiction,A Rising Man by Abir Mukherjee. An incredible book set in India.,https://covers.openlibrary.org/b/id/9210762-L.jpg,23.62,67
8272582636655,Caste in Contemporary India,Surinder S. Jodhka,Fiction,Caste in Contemporary India by Surinder S. Jodhka. An incredible book set in India.,https://covers.openlibrary.org/b/id/9013803-L.jpg,8.17,77
9313820499398,Islamic tolerance,Alyssa Gabbay,Fiction,Islamic tolerance by Alyssa Gabbay. An incredible book set in India.,https://covers.openlibrary.org/b/id/13455058-L.jpg,21.79,54
5908021493664,Muslim Devotional Art In India,Yousuf Saeed,Fiction,Muslim Devotional Art In India by Yousuf Saeed. An incredible book set in India.,https://covers.openlibrary.org/b/id/7717209-L.jpg,12.01,63
2667561398102,Indo-US nuclear deal,P. R. Chari,Fiction,Indo-US nuclear deal by P. R. Chari. An incredible book set in India.,https://covers.openlibrary.org/b/id/13787777-L.jpg,14.02,49
3986130868087,Islam and the army in colonial India,Nile Green,Fiction,Islam and the army in colonial India by Nile Green. An incredible book set in India.,https://covers.openlibrary.org/b/id/8679155-L.jpg,22.26,78
8987083540175,Bharati Mukherjee,Emmanuel S. Nelson,Fiction,Bharati Mukherjee by Emmanuel S. Nelson. An incredible book set in India.,https://covers.openlibrary.org/b/id/8320694-L.jpg,23.56,71
2934898096838,Banking and debt recovery in emerging markets,Sonali Abeyratne,Fiction,Banking and debt recovery in emerging markets by Sonali Abeyratne. An incredible book set in India.,https://covers.openlibrary.org/b/id/5362240-L.jpg,9.59,33
2592958034837,Lectures on the origin and growth of religion,F. Max Müller,Fiction,Lectures on the origin and growth of religion by F. Max Müller. An incredible book set in India.,https://covers.openlibrary.org/b/id/3846954-L.jpg,10.59,92
3646277937239,Islamisches Indien,Andreas Volwahsen,Fiction,Islamisches Indien by Andreas Volwahsen. An incredible book set in India.,https://covers.openlibrary.org/b/id/8407583-L.jpg,22.77,55
5770851780715,NGOs in india,Patrick Kilby,Fiction,NGOs in india by Patrick Kilby. An incredible book set in India.,https://covers.openlibrary.org/b/id/9721026-L.jpg,10.75,42
5312398822496,Middle class values in India and Western Europe,"Ahmad, Imtiaz",Fiction,"Middle class values in India and Western Europe by Ahmad, Imtiaz. An incredible book set in India.",https://covers.openlibrary.org/b/id/14136180-L.jpg,13.57,74
9744459280215,Ecology and equity,Madhav Gadgil,Fiction,Ecology and equity by Madhav Gadgil. An incredible book set in India.,https://covers.openlibrary.org/b/id/1205597-L.jpg,19.44,33
7441465394157,The peasant and the Raj,Eric Stokes,Fiction,The peasant and the Raj by Eric Stokes. An incredible book set in India.,https://covers.openlibrary.org/b/id/4658196-L.jpg,10.24,73
5501479632282,India in pictures,Elizabeth Katz,Fiction,India in pictures by Elizabeth Katz. An incredible book set in India.,https://covers.openlibrary.org/b/id/6516405-L.jpg,20.41,12
9711850036935,Indian village,S. C. Dube,Fiction,Indian village by S. C. Dube. An incredible book set in India.,https://covers.openlibrary.org/b/id/6515655-L.jpg,11.98,79
3296365265561,A concise history of Indian art,Roy C. Craven,Fiction,A concise history of Indian art by Roy C. Craven. An incredible book set in India.,https://covers.openlibrary.org/b/id/7362864-L.jpg,21.97,72
4699748291934,India under Wellesley,Paul Ernest Roberts,Fiction,India under Wellesley by Paul Ernest Roberts. An incredible book set in India.,https://covers.openlibrary.org/b/id/14986895-L.jpg,7.8,26
7827434849687,The bachelor of arts,Rasipuram Krishnaswamy Narayan,Fiction,The bachelor of arts by Rasipuram Krishnaswamy Narayan. An incredible book set in India.,https://covers.openlibrary.org/b/id/4360307-L.jpg,17.97,70
5936073129397,Swami,Doug Boyd,Fiction,Swami by Doug Boyd. An incredible book set in India.,https://covers.openlibrary.org/b/id/4487864-L.jpg,7.3,44
4802718147095,Modern Islam in India,Wilfred Cantwell Smith,Fiction,Modern Islam in India by Wilfred Cantwell Smith. An incredible book set in India.,https://covers.openlibrary.org/b/id/6891579-L.jpg,17.44,13
9746611172609,The Hindu jajmani system,William Henricks Wiser,Fiction,The Hindu jajmani system by William Henricks Wiser. An incredible book set in India.,https://covers.openlibrary.org/b/id/8428314-L.jpg,16.4,95
1050727275800,Development of moral philosophy in India,Surama Dasgupta,Fiction,Development of moral philosophy in India by Surama Dasgupta. An incredible book set in India.,https://covers.openlibrary.org/b/id/9788145-L.jpg,12.81,56
1070513853579,Short stories,Masti Venkatesa Iyengar,Fiction,Short stories by Masti Venkatesa Iyengar. An incredible book set in India.,https://covers.openlibrary.org/b/id/4890440-L.jpg,16.41,28
9867435784819,The Great Arc,John Keay,Fiction,The Great Arc by John Keay. An incredible book set in India.,https://covers.openlibrary.org/b/id/23105-L.jpg,24.38,59
7944534984251,The Honourable Company,John Keay,Fiction,The Honourable Company by John Keay. An incredible book set in India.,https://covers.openlibrary.org/b/id/3916483-L.jpg,12.26,50
3922053725949,A philosophy for NEFA,Verrier Elwin,Fiction,A philosophy for NEFA by Verrier Elwin. An incredible book set in India.,https://covers.openlibrary.org/b/id/5802983-L.jpg,20.04,38
6545780412285,Chasing the Mountain of Light,Kevin Rushby,Fiction,Chasing the Mountain of Light by Kevin Rushby. An incredible book set in India.,https://covers.openlibrary.org/b/id/176505-L.jpg,23.28,61
6294381212980,Democracy and Transparency in the Indian State,Prashant Sharma,Fiction,Democracy and Transparency in the Indian State by Prashant Sharma. An incredible book set in India.,https://covers.openlibrary.org/b/id/9013542-L.jpg,18.29,22
6156505563797,India redefines its role,Shekhar Gupta,Fiction,India redefines its role by Shekhar Gupta. An incredible book set in India.,https://covers.openlibrary.org/b/id/9803283-L.jpg,23.07,67
7123563877524,Shalimar,Rebecca Ryman,Fiction,Shalimar by Rebecca Ryman. An incredible book set in India.,https://covers.openlibrary.org/b/id/3103848-L.jpg,14.75,77
9635518591019,Emerging trends in Indian politics,Ajay K. Mehra,Fiction,Emerging trends in Indian politics by Ajay K. Mehra. An incredible book set in India.,https://covers.openlibrary.org/b/id/13445222-L.jpg,16.82,53
9684514051349,Symbols in art and religion,Karel Werner,Fiction,Symbols in art and religion by Karel Werner. An incredible book set in India.,https://covers.openlibrary.org/b/id/1343430-L.jpg,14.71,86
6306485610969,The authority of the past,Sheila McDonough,Fiction,The authority of the past by Sheila McDonough. An incredible book set in India.,https://covers.openlibrary.org/b/id/10692286-L.jpg,19.3,16
1533757306008,The life of George Peabody,Phebe A. Hanaford,Fiction,The life of George Peabody by Phebe A. Hanaford. An incredible book set in India.,https://covers.openlibrary.org/b/id/5785452-L.jpg,15.32,18
5828278250871,Hermann Hesse,Joseph Mileck,Fiction,Hermann Hesse by Joseph Mileck. An incredible book set in India.,https://covers.openlibrary.org/b/id/4208332-L.jpg,14.22,94
5571746024107,I Is for India,Prodeepta Das,Fiction,I Is for India by Prodeepta Das. An incredible book set in India.,https://covers.openlibrary.org/b/id/895964-L.jpg,25.79,64
3836012410645,The life and work of Sir Jagadis C. Bose,Patrick Geddes,Fiction,The life and work of Sir Jagadis C. Bose by Patrick Geddes. An incredible book set in India.,https://covers.openlibrary.org/b/id/5690443-L.jpg,25.84,33
8652070234786,Shiva's fire,Suzanne Fisher Staples,Fiction,Shiva's fire by Suzanne Fisher Staples. An incredible book set in India.,https://covers.openlibrary.org/b/id/50545-L.jpg,20.87,81
6647722423324,Early India,Romila Thapar,Fiction,Early India by Romila Thapar. An incredible book set in India.,https://covers.openlibrary.org/b/id/327695-L.jpg,20.55,49
7574516469851,India ABCs,Marcie Aboff,Fiction,India ABCs by Marcie Aboff. An incredible book set in India.,https://covers.openlibrary.org/b/id/1750253-L.jpg,6.59,91
8439685119256,Dhrupad,Ritwik Sanyal,Fiction,Dhrupad by Ritwik Sanyal. An incredible book set in India.,https://covers.openlibrary.org/b/id/1409352-L.jpg,8.11,97
1265499917809,Spiritual authority and temporal power in the Indian theory of government,Ananda Coomaraswamy,Fiction,Spiritual authority and temporal power in the Indian theory of government by Ananda Coomaraswamy. An incredible book set in India.,https://covers.openlibrary.org/b/id/10366004-L.jpg,8.43,92
6055418067109,Fo guo ji,Faxian,Fiction,Fo guo ji by Faxian. An incredible book set in India.,https://covers.openlibrary.org/b/id/8977230-L.jpg,15.52,39
1147340957255,Indian psychology,Jadunath Sinha,Fiction,Indian psychology by Jadunath Sinha. An incredible book set in India.,https://covers.openlibrary.org/b/id/4973049-L.jpg,23.04,58
9015470695532,Indian currency and finance,John Maynard Keynes,Fiction,Indian currency and finance by John Maynard Keynes. An incredible book set in India.,https://covers.openlibrary.org/b/id/4406692-L.jpg,11.79,90
3889269434785,Caste and kinship in central India,Adrian C. Mayer,Fiction,Caste and kinship in central India by Adrian C. Mayer. An incredible book set in India.,https://covers.openlibrary.org/b/id/9803577-L.jpg,23.95,69
1451158862861,The web of Indian life,Margaret Elizabeth Noble,Fiction,The web of Indian life by Margaret Elizabeth Noble. An incredible book set in India.,https://covers.openlibrary.org/b/id/5666491-L.jpg,20.01,86
9323898443719,"Vestiges of old Madras, 1640-1800",Henry Davison Love,Fiction,"Vestiges of old Madras, 1640-1800 by Henry Davison Love. An incredible book set in India.",https://covers.openlibrary.org/b/id/5777778-L.jpg,6.96,58
1549296702115,Sikhim & Bhutan,John Claude White,Fiction,Sikhim & Bhutan by John Claude White. An incredible book set in India.,https://covers.openlibrary.org/b/id/2869780-L.jpg,21.29,53
3916458661948,Gardens of the great Mughals,C. M. Villiers-Stuart,Fiction,Gardens of the great Mughals by C. M. Villiers-Stuart. An incredible book set in India.,https://covers.openlibrary.org/b/id/5772929-L.jpg,16.83,13
7206925852752,Dictionary of Indian biography,Charles Edward Buckland,Fiction,Dictionary of Indian biography by Charles Edward Buckland. An incredible book set in India.,https://covers.openlibrary.org/b/id/5780876-L.jpg,16.98,79
3259901502578,Evolution of Indian polity,R. Shama Sastri,Fiction,Evolution of Indian polity by R. Shama Sastri. An incredible book set in India.,https://covers.openlibrary.org/b/id/5715291-L.jpg,8.98,28
8239671918192,Politics and awe in Rudyard Kipling's fiction,Peter Havholm,Fiction,Politics and awe in Rudyard Kipling's fiction by Peter Havholm. An incredible book set in India.,https://covers.openlibrary.org/b/id/2597496-L.jpg,16.54,86
2717630624583,Indian Army in World War I 1914-1918,Ian Cardozo,Fiction,Indian Army in World War I 1914-1918 by Ian Cardozo. An incredible book set in India.,https://covers.openlibrary.org/b/id/13680863-L.jpg,18.11,83
5189080252302,A vision of India,"Low, Sidney Sir",Fiction,"A vision of India by Low, Sidney Sir. An incredible book set in India.",https://covers.openlibrary.org/b/id/5792149-L.jpg,13.8,91
4024774069192,Riding the Indian tiger,William Nobrega,Fiction,Riding the Indian tiger by William Nobrega. An incredible book set in India.,https://covers.openlibrary.org/b/id/2424198-L.jpg,13.93,19
6541757014232,What I owe to Christ,"Andrews, C. F.",Fiction,"What I owe to Christ by Andrews, C. F.. An incredible book set in India.",https://covers.openlibrary.org/b/id/10670378-L.jpg,12.69,11
6797121833302,India Briefing,Philip Oldenburg,Fiction,India Briefing by Philip Oldenburg. An incredible book set in India.,https://covers.openlibrary.org/b/id/1443590-L.jpg,16.91,24
6618946770073,Quest for Kim,Peter Hopkirk,Fiction,Quest for Kim by Peter Hopkirk. An incredible book set in India.,https://covers.openlibrary.org/b/id/308223-L.jpg,13.54,10
6687868408382,Let's Explore India,Walt K. Moon,Fiction,Let's Explore India by Walt K. Moon. An incredible book set in India.,https://covers.openlibrary.org/b/id/13938599-L.jpg,16.66,96
4001728724069,Kipling and Orientalism (Routledge Revivals),B. J. Moore-Gilbert,Fiction,Kipling and Orientalism (Routledge Revivals) by B. J. Moore-Gilbert. An incredible book set in India.,https://covers.openlibrary.org/b/id/13666458-L.jpg,12.44,38
2377504632425,India's Naval Strategy and Asian Security,Anit Mukherjee,Fiction,India's Naval Strategy and Asian Security by Anit Mukherjee. An incredible book set in India.,https://covers.openlibrary.org/b/id/13696120-L.jpg,7.69,55
7980690500413,The Christians of St. Thomas and their liturgies,George Broadley Howard,Fiction,The Christians of St. Thomas and their liturgies by George Broadley Howard. An incredible book set in India.,https://covers.openlibrary.org/b/id/10674125-L.jpg,11.22,92
5917540726294,"The Indian Army, 1939-47",Alan Jeffreys,Fiction,"The Indian Army, 1939-47 by Alan Jeffreys. An incredible book set in India.",https://covers.openlibrary.org/b/id/13935916-L.jpg,11.22,84
4388092304405,Haunts and hobbies of an Indian official,Mark Thornhill,Fiction,Haunts and hobbies of an Indian official by Mark Thornhill. An incredible book set in India.,https://covers.openlibrary.org/b/id/5745437-L.jpg,15.08,48
7223488919621,Indian painting,Percy Brown,Fiction,Indian painting by Percy Brown. An incredible book set in India.,https://covers.openlibrary.org/b/id/7053459-L.jpg,15.91,18
6942000397251,Opposition in a dominant-party system,Angela Sutherland Burger,Fiction,Opposition in a dominant-party system by Angela Sutherland Burger. An incredible book set in India.,https://covers.openlibrary.org/b/id/9516326-L.jpg,14.49,29
2790675305483,Historic India,Lucille Schulberg,Fiction,Historic India by Lucille Schulberg. An incredible book set in India.,https://covers.openlibrary.org/b/id/9302426-L.jpg,24.14,80
6799048051466,The Brahmo Samaj and the shaping of the modern Indian mind,David Kopf,Fiction,The Brahmo Samaj and the shaping of the modern Indian mind by David Kopf. An incredible book set in India.,https://covers.openlibrary.org/b/id/8486575-L.jpg,23.86,49
2695400891191,Enlightenment for idiots,Anne Cushman,Fiction,Enlightenment for idiots by Anne Cushman. An incredible book set in India.,https://covers.openlibrary.org/b/id/5019597-L.jpg,17.28,50
2372500738768,Playing with fire,Richa Nagar,Fiction,Playing with fire by Richa Nagar. An incredible book set in India.,https://covers.openlibrary.org/b/id/1551443-L.jpg,12.19,74
